recipe_id,product_id
297,197
297,97
298,154
298,158
298,88
298,154
298,154
298,84
298,85
301,116
301,159
301,2
301,5
301,88
301,79
301,71
301,80
302,97
302,65
302,65
302,82
303,174
303,75
303,118
303,49
303,85
303,126
303,69
303,3
303,49
304,5
304,83
304,136
304,89
304,175
304,12
305,80
305,84
305,137
305,170
305,12
305,102
305,75
305,85
305,88
306,154
306,49
306,84
306,209
306,172
306,154
306,190
306,101
306,105
306,72
306,85
306,30
306,6
306,192
306,114
306,174
306,78
306,75
306,2
307,114
307,99
307,190
307,106
307,88
307,156
307,79
307,20
307,86
307,69
307,85
307,84
307,2
309,154
309,12
309,2
309,101
309,124
309,77
309,88
309,12
309,72
309,89
309,97
309,6
310,84
310,2
310,85
310,80
310,143
310,99
310,85
310,136
310,153
310,92
310,150
311,121
311,133
311,201
311,88
311,87
311,155
311,84
311,136
311,107
311,114
312,159
312,126
312,84
314,133
314,2
314,85
314,91
314,126
314,34
314,133
314,118
314,84
315,121
315,125
315,6
315,92
315,120
315,108
315,98
315,84
315,20
315,97
315,145
315,126
315,3
315,6
315,99
315,82
317,37
317,39
317,89
317,131
317,5
317,180
317,147
317,83
318,7
318,32
318,108
318,149
318,136
318,185
318,75
318,114
318,193
318,207
318,10
318,76
318,49
318,20
318,85
318,205
318,141
319,161
319,193
319,25
319,104
320,85
320,152
320,2
320,114
320,75
320,136
320,69
320,49
320,80
320,175
320,3
320,84
320,98
321,108
321,136
321,169
321,49
321,106
321,83
321,193
321,4
321,141
321,48
321,61
321,98
321,85
321,84
321,2
321,136
321,108
321,126
321,75
321,135
322,69
322,149
322,77
322,98
322,49
322,3
322,114
322,113
322,141
323,3
323,61
323,80
323,193
323,85
323,175
323,49
323,200
323,98
323,75
323,69
324,3
324,68
324,82
324,84
324,137
324,18
324,99
324,6
324,151
324,97
324,121
324,141
324,99
324,84
328,159
328,84
328,101
328,122
328,85
328,105
328,88
328,75
330,84
330,101
330,75
330,149
330,176
330,85
330,201
331,131
331,4
331,85
331,84
331,65
331,75
331,99
331,118
331,77
332,131
332,6
332,69
332,124
332,81
332,144
332,196
332,1
332,80
332,99
332,154
333,16
333,149
333,49
333,7
333,168
333,113
333,121
333,8
333,109
333,93
333,133
333,75
334,141
334,75
334,83
334,85
334,97
334,136
334,207
334,159
335,148
335,126
335,137
335,80
335,105
335,126
335,110
335,2
335,118
335,84
335,6
335,48
335,25
335,149
335,4
335,106
336,98
336,208
336,101
336,79
336,159
336,71
336,71
336,55
337,158
337,126
337,98
337,151
337,3
337,97
337,24
337,20
338,72
338,71
338,82
338,159
338,133
338,131
338,71
338,61
338,192
340,88
340,136
340,72
340,75
340,126
340,2
340,78
340,125
341,72
341,85
341,116
341,140
341,78
341,76
341,15
341,149
341,105
341,75
341,143
341,83
341,75
341,2
342,7
342,141
342,49
342,122
342,79
342,10
342,84
342,109
342,61
342,133
342,6
342,69
342,136
342,168
342,141
342,88
343,136
343,122
343,200
343,126
343,161
343,135
343,7
343,6
343,109
343,84
343,85
343,49
345,193
345,136
345,175
345,69
345,108
345,75
345,205
345,193
345,49
345,61
345,84
346,84
346,85
346,75
346,188
346,109
346,85
346,106
346,136
346,133
346,201
346,61
346,33
346,88
347,98
347,92
347,110
347,97
347,122
347,136
347,2
347,83
347,80
348,88
348,107
348,166
348,136
348,114
348,87
348,133
349,85
349,19
349,126
349,121
349,106
349,7
349,85
349,143
349,75
349,80
349,137
349,88
349,173
349,80
349,201
349,124
349,5
349,193
349,84
349,2
351,84
351,126
351,82
351,3
351,6
352,5
352,176
352,106
352,126
352,136
352,45
352,2
352,106
352,85
352,154
353,98
353,133
353,142
353,3
353,81
353,6
353,75
353,118
353,84
353,2
353,85
353,200
353,150
354,205
354,108
354,85
354,84
354,106
354,98
354,80
354,75
354,121
354,5
354,118
354,49
354,2
354,72
354,169
354,85
354,106
354,106
355,88
355,75
355,72
355,105
355,15
355,139
355,84
355,85
355,12
355,80
356,85
356,84
356,69
356,83
356,12
356,89
356,137
356,136
356,99
356,66
357,122
357,84
357,85
357,6
357,135
357,49
357,105
357,97
357,92
358,5
358,84
358,66
358,1
358,121
358,49
358,201
358,98
358,80
359,126
359,6
359,2
359,126
359,149
359,145
360,85
360,84
360,49
360,61
360,170
360,2
360,157
360,6
360,71
360,106
360,82
360,75
360,175
361,188
361,88
361,2
361,61
361,193
361,5
361,87
361,106
361,193
361,85
361,84
361,80
361,205
361,155
361,133
361,75
362,3
362,82
362,29
362,3
362,61
362,6
362,99
362,126
362,151
362,29
362,65
362,84
363,49
363,80
363,154
363,70
363,2
363,69
363,126
363,185
363,79
364,168
364,126
364,141
364,84
364,3
364,151
364,97
364,6
365,7
365,84
365,145
365,32
365,88
365,110
365,105
365,93
365,33
365,114
365,133
365,2
365,75
366,133
366,2
366,81
366,149
366,85
366,76
366,106
366,85
366,126
366,98
366,84
366,153
367,88
367,16
367,106
367,28
367,136
367,22
367,2
367,126
367,3
367,108
367,174
367,75
367,20
367,193
367,106
367,201
368,3
368,126
368,151
368,97
368,6
368,97
368,83
368,189
368,126
368,84
368,121
368,11
368,82
368,109
369,5
369,61
369,39
369,111
369,84
369,124
369,85
369,75
369,114
369,114
369,97
369,49
371,88
371,2
371,80
371,61
371,193
371,71
371,75
371,201
371,180
371,72
372,65
372,53
372,106
372,141
372,121
372,98
372,151
372,82
372,106
374,49
374,98
374,6
374,84
374,133
374,88
375,88
375,75
375,126
375,108
375,61
375,5
375,181
375,2
375,179
375,141
377,98
377,66
377,84
377,54
377,6
379,2
379,75
379,176
379,61
379,84
379,106
379,85
379,148
380,49
380,175
380,7
380,49
380,112
380,113
380,108
380,109
382,5
382,135
382,69
382,80
382,91
382,110
382,5
383,121
383,68
383,151
383,3
383,106
383,38
383,141
383,6
383,124
383,3
383,97
383,84
383,82
383,99
383,126
383,107
383,86
385,81
385,83
385,82
385,12
385,99
386,37
386,75
386,61
386,91
386,80
386,93
386,97
387,114
387,116
387,207
387,2
387,83
387,114
387,15
387,87
389,4
389,118
389,92
389,154
389,175
389,97
389,82
389,133
389,205
389,105
389,84
389,76
389,85
389,113
389,85
389,80
390,85
390,15
390,97
390,113
390,83
390,154
390,72
390,87
393,126
393,106
393,49
393,86
393,126
393,2
393,169
393,84
393,133
393,118
393,4
394,124
394,122
394,39
394,140
394,75
394,105
394,80
394,84
394,61
394,88
394,85
395,98
395,85
395,2
395,80
395,176
395,176
395,84
395,77
395,150
395,85
395,59
395,114
395,75
395,133
395,85
395,80
396,72
396,16
396,121
396,5
396,84
396,114
396,75
396,106
396,149
396,126
396,2
397,85
397,93
397,82
397,84
397,136
397,137
397,101
397,94
397,122
397,32
397,2
397,97
397,110
398,93
398,114
398,84
398,113
398,88
398,2
398,85
398,75
399,110
399,153
399,84
399,39
399,32
399,85
399,88
399,2
399,98
399,133
399,143
399,101
399,114
399,75
399,92
400,38
400,97
400,26
400,82
400,99
400,6
400,121
400,126
401,85
401,105
401,84
